id,customer_name,sentiment,csat_score,call_timestamp,reason,channel,response_time,call_duration_in_minutes,call_center,agent_id
OYP-65456050-J-912099-DB,Flynn Marchand,Very Positive,9,10/12/2023,Billing Question,Call-Center,Within SLA,35,Baltimore/MD,103
IYB-54163346-3-055502-8w,Norene Escale,Negative,,10/1/2023,Billing Question,Email,Within SLA,10,Los Angeles/CA,407
HSH-33826056-J-937891-DP,Karney Anfusso,Neutral,,10/1/2023,Billing Question,Email,Within SLA,24,Baltimore/MD,140
TVQ-50420646-Z-719437-Wd,Gwenny Pelz,Negative,,10/28/2023,Payments,Call-Center,Below SLA,38,Baltimore/MD,147
SKM-51983185-Z-622873-Zx,Roley Cheesman,Neutral,,10/2/2023,Billing Question,Web,Within SLA,29,Los Angeles/CA,415
CJB-41422684-5-429054-Ni,Clovis Innott,Positive,,10/27/2023,Billing Question,Call-Center,Within SLA,17,Chicago/IL,225
QYI-83627239-l-641707-RX,Ethe Hammerstone,Negative,3,10/4/2023,Service Outage,Web,Above SLA,16,Baltimore/MD,116
NSM-22968081-Q-861551-q4,Archibaldo Flaxon,Neutral,,10/5/2023,Billing Question,Web,Within SLA,12,Los Angeles/CA,440
CHL-77108299-m-702096-Oz,Sandye Burk,Negative,,10/13/2023,Billing Question,Email,Below SLA,15,Baltimore/MD,139
ZJE-82114536-F-704230-Le,Raquel Wellwood,Positive,,10/10/2023,Billing Question,Web,Above SLA,22,Denver/CO,316
IWJ-82573728-P-904981-BQ,Erhart Grugerr,Very Positive,9,10/17/2023,Billing Question,Call-Center,Below SLA,19,Los Angeles/CA,431
ZLV-72876861-E-912273-M7,Emalia Bestiman,Negative,,10/7/2023,Payments,Call-Center,Within SLA,42,Chicago/IL,205
XFB-54447752-K-627202-fe,Alix Isaak,Very Positive,,10/14/2023,Service Outage,Chatbot,Within SLA,39,Baltimore/MD,110
IBE-67635988-M-841828-bq,Curtice Everix,Negative,,10/3/2023,Billing Question,Email,Within SLA,15,Los Angeles/CA,422
HCA-63229251-q-256374-yo,Erl Tenman,Negative,3,10/13/2023,Service Outage,Email,Below SLA,7,Denver/CO,323
GFK-30952266-r-053584-FU,Ulrikaumeko Bytheway,Negative,,10/3/2023,Billing Question,Web,Below SLA,37,Los Angeles/CA,431
TJZ-59103371-Y-006493-0U,Rhetta Goater,Very Positive,,10/18/2023,Billing Question,Web,Below SLA,26,Los Angeles/CA,415
LFE-64737936-g-738250-Ko,Romeo Beekmann,Positive,,10/11/2023,Service Outage,Chatbot,Within SLA,28,Los Angeles/CA,438
XKG-75520942-M-573188-nF,Phillida Berthelet,Neutral,,10/29/2023,Service Outage,Chatbot,Within SLA,11,Los Angeles/CA,414
GFM-46713150-D-834718-pb,Wallis Hutchence,Negative,5,10/13/2023,Billing Question,Email,Within SLA,21,Los Angeles/CA,440
PJK-83256050-7-221606-KF,Abner Quartermaine,Negative,,10/24/2023,Billing Question,Chatbot,Within SLA,37,Los Angeles/CA,413
YFH-91801736-r-179747-sY,Brnaba Wilmore,Very Negative,3,10/13/2023,Billing Question,Web,Within SLA,22,Denver/CO,325
UCR-91418641-K-991699-SY,Kinnie Fidgett,Neutral,,10/4/2023,Billing Question,Email,Within SLA,35,Denver/CO,313
VJF-80371911-5-229736-Fx,Annelise Hauxley,Negative,,10/16/2023,Service Outage,Chatbot,Within SLA,36,Chicago/IL,219
NGQ-01478316-2-524049-Y3,Susann Leversuch,Neutral,,10/22/2023,Billing Question,Email,Within SLA,43,Los Angeles/CA,421
QNS-39860681-N-443864-x7,Lionello Tabram,Very Positive,,10/22/2023,Billing Question,Chatbot,Within SLA,41,Baltimore/MD,140
TAN-81730360-q-692675-Cu,Emelita Roddy,Positive,,10/28/2023,Service Outage,Email,Within SLA,37,Baltimore/MD,116
YMP-43368498-Y-891854-y6,Winfield Cattini,Negative,,10/20/2023,Billing Question,Chatbot,Within SLA,41,Los Angeles/CA,432
ZYZ-49339645-I-224938-2s,Orly Gustus,Positive,,10/19/2023,Billing Question,Call-Center,Within SLA,34,Denver/CO,311
QUT-34383926-k-150777-6w,Virgil Lownes,Neutral,,10/29/2023,Billing Question,Call-Center,Within SLA,40,Denver/CO,302
EAF-39785052-O-500560-61,Walsh Dominico,Neutral,,10/18/2023,Billing Question,Web,Within SLA,14,Los Angeles/CA,434
EMV-56370821-N-092955-5c,Kleon Pringley,Very Positive,,10/27/2023,Billing Question,Call-Center,Within SLA,26,Los Angeles/CA,401
SWA-01553592-e-260774-Af,Emelda Addionizio,Negative,,10/30/2023,Payments,Call-Center,Below SLA,44,Baltimore/MD,105
FJQ-63426122-a-032410-HN,Haily Ivory,Neutral,6,10/16/2023,Service Outage,Chatbot,Within SLA,28,Chicago/IL,212
NKA-77523708-U-919117-Bz,Marybelle Sinton,Neutral,6,10/29/2023,Service Outage,Web,Below SLA,27,Los Angeles/CA,402
DEA-01853220-D-542141-r4,Vin Razzell,Negative,,10/22/2023,Billing Question,Email,Within SLA,28,Baltimore/MD,154
ZBP-34490937-6-647673-3v,Zara Pedwell,Neutral,,10/5/2023,Billing Question,Call-Center,Below SLA,25,Los Angeles/CA,441
UOK-43674244-g-421967-pk,Lissie Beckley,Very Negative,1,10/7/2023,Payments,Call-Center,Within SLA,27,Los Angeles/CA,409
XGP-90517758-b-244738-O8,Maddy Mellonby,Very Positive,9,10/28/2023,Billing Question,Web,Within SLA,29,Denver/CO,306
WLR-60611574-O-630716-sK,Tabbitha Mendenhall,Negative,6,10/25/2023,Service Outage,Chatbot,Above SLA,5,Los Angeles/CA,404
FRJ-97771758-A-019993-WJ,Son Penrith,Very Negative,3,10/29/2023,Billing Question,Call-Center,Below SLA,24,Los Angeles/CA,422
PQH-03456740-5-354224-2H,Jania Cowcha,Neutral,,10/22/2023,Service Outage,Chatbot,Within SLA,36,Los Angeles/CA,430
FWF-55668861-G-835997-jH,Erica Drayn,Negative,5,10/10/2023,Billing Question,Email,Within SLA,18,Los Angeles/CA,426
PQQ-27616827-6-138512-7q,Clem Gannicleff,Neutral,,10/17/2023,Billing Question,Email,Within SLA,33,Baltimore/MD,150
TRE-92505184-Z-958647-IO,Zared Skerman,Neutral,,10/3/2023,Payments,Call-Center,Within SLA,7,Los Angeles/CA,435
LBZ-38067320-8-564572-OL,Danna Leber,Negative,6,10/25/2023,Billing Question,Email,Below SLA,14,Baltimore/MD,142
DSD-31741944-i-011636-B3,Gilemette Chastang,Very Negative,,10/15/2023,Billing Question,Chatbot,Within SLA,32,Chicago/IL,218
RBS-44830159-f-860050-PN,Sig Eppson,Neutral,,10/1/2023,Billing Question,Chatbot,Within SLA,9,Baltimore/MD,111
ZZP-34285810-C-448271-3x,Sherry Haquard,Very Positive,,10/24/2023,Billing Question,Chatbot,Below SLA,9,Baltimore/MD,110
XAZ-36171174-4-778439-BD,Alano Nemchinov,Negative,,10/1/2023,Billing Question,Call-Center,Within SLA,26,Chicago/IL,212
TCF-36563422-N-663758-Mg,Ricky Readhead,Very Positive,,10/8/2023,Billing Question,Web,Within SLA,21,Los Angeles/CA,420
XUB-67513625-g-950110-Vt,Baily Harcourt,Negative,,10/20/2023,Billing Question,Chatbot,Within SLA,43,Baltimore/MD,135
QMJ-77062075-y-663813-4F,Manya Wahncke,Very Positive,,10/22/2023,Payments,Call-Center,Below SLA,38,Los Angeles/CA,438
FMP-43261952-F-205355-jO,Emmerich Passey,Very Negative,,10/9/2023,Billing Question,Call-Center,Below SLA,6,Los Angeles/CA,429
YHX-76370482-d-212054-lU,Tulley Paff,Negative,,10/28/2023,Billing Question,Chatbot,Within SLA,19,Baltimore/MD,128
XMH-54374140-a-198910-Ni,Raymund Hamblington,Neutral,8,10/3/2023,Billing Question,Chatbot,Within SLA,11,Baltimore/MD,107
LIX-43345806-o-366744-Q1,Justinn Sawer,Neutral,6,10/29/2023,Billing Question,Web,Above SLA,34,Los Angeles/CA,434
NVA-07665226-B-442485-FF,Florentia Lomas,Negative,,10/5/2023,Billing Question,Call-Center,Within SLA,5,Chicago/IL,220
FBK-37848461-F-034680-4A,Gaspard Mollon,Very Negative,,10/5/2023,Billing Question,Web,Within SLA,43,Baltimore/MD,120
YNZ-11780890-A-055706-QX,Austen Tufts,Neutral,,10/30/2023,Billing Question,Web,Below SLA,42,Los Angeles/CA,432
TUA-38965359-A-257795-kE,Pavla Ivett,Negative,,10/20/2023,Billing Question,Web,Within SLA,6,Chicago/IL,214
HOS-12479439-w-914761-U7,Hailee Boleyn,Negative,6,10/21/2023,Payments,Call-Center,Above SLA,24,Los Angeles/CA,428
UCZ-23378196-2-321177-gV,Sonia Paggitt,Negative,,10/1/2023,Service Outage,Chatbot,Within SLA,43,Baltimore/MD,114
VYR-15423293-k-099628-TJ,Elysia Perigoe,Negative,,10/24/2023,Billing Question,Web,Within SLA,39,Los Angeles/CA,419
ENN-61534761-2-492262-8X,Karrah Mughal,Very Negative,,10/3/2023,Service Outage,Chatbot,Within SLA,30,Chicago/IL,226
JCW-69622636-H-452855-f1,Yolane Tunny,Very Positive,,10/1/2023,Service Outage,Chatbot,Within SLA,19,Los Angeles/CA,438
ALE-78634337-U-164512-Zn,Elli Mackleden,Very Positive,,10/25/2023,Billing Question,Call-Center,Within SLA,10,Chicago/IL,209
UVV-56217323-u-555078-ab,Nariko Glowacz,Very Positive,,10/14/2023,Billing Question,Call-Center,Within SLA,26,Los Angeles/CA,430
VDP-76640427-z-608190-5u,Annmaria Yablsley,Negative,,10/18/2023,Billing Question,Chatbot,Within SLA,33,Los Angeles/CA,414
PUY-34054230-r-557023-aq,Minerva Shade,Very Positive,10,10/17/2023,Payments,Call-Center,Below SLA,21,Baltimore/MD,113
KJA-55171924-a-541222-Cg,Vito Cook,Positive,,10/10/2023,Billing Question,Email,Below SLA,12,Los Angeles/CA,423
KTY-04323240-q-404821-Qd,Annabelle Jiggen,Positive,,10/24/2023,Billing Question,Email,Within SLA,38,Chicago/IL,202
ZOU-76017624-I-013075-hP,Callida Mattheus,Neutral,,10/28/2023,Billing Question,Chatbot,Above SLA,38,Chicago/IL,211
ZNV-86521051-u-100470-WT,Lowell Maypother,Very Negative,,10/26/2023,Billing Question,Email,Within SLA,36,Los Angeles/CA,437
GTV-60634125-E-197932-Qx,Tybi Jellis,Positive,,10/8/2023,Billing Question,Email,Above SLA,21,Baltimore/MD,114
WIB-39247939-P-934811-Ui,Carlee McKeurtan,Very Positive,9,10/20/2023,Billing Question,Call-Center,Above SLA,26,Chicago/IL,223
JLK-21766577-7-134206-qG,Michail Groneway,Neutral,7,10/5/2023,Billing Question,Call-Center,Below SLA,7,Los Angeles/CA,423
MWM-84326668-3-613631-X6,Tyrus Tomaskov,Negative,,10/19/2023,Billing Question,Chatbot,Below SLA,12,Denver/CO,317
QTU-26256847-3-145320-pd,Miguelita Eddowes,Very Negative,3,10/23/2023,Billing Question,Call-Center,Within SLA,28,Los Angeles/CA,426
QKY-25556471-4-093346-68,Chrissy Thieme,Very Positive,9,10/9/2023,Billing Question,Chatbot,Within SLA,15,Los Angeles/CA,441
PNH-30388800-z-940250-uY,Carma Goldin,Neutral,,10/23/2023,Billing Question,Web,Within SLA,25,Baltimore/MD,151
XZI-86713229-T-005916-XF,Domenic Preto,Very Positive,9,10/14/2023,Payments,Call-Center,Below SLA,9,Los Angeles/CA,439
ZNN-12369513-V-131069-N0,Gillan Cheeney,Negative,,10/18/2023,Billing Question,Email,Within SLA,21,Los Angeles/CA,438
AOV-50829757-p-004526-n8,Maddy Pranger,Positive,,10/6/2023,Billing Question,Chatbot,Below SLA,43,Chicago/IL,222
ZKT-54684698-K-583796-HT,Bengt Petel,Very Positive,,10/5/2023,Billing Question,Call-Center,Below SLA,23,Baltimore/MD,136
FKO-25762845-X-795612-1E,Ric Manueau,Very Negative,,10/30/2023,Payments,Call-Center,Within SLA,16,Los Angeles/CA,429
YMA-14600652-V-976993-7M,Niel Sline,Negative,,10/1/2023,Payments,Call-Center,Within SLA,25,Baltimore/MD,151
OHM-16554514-m-159838-UD,Annabela Edmondson,Negative,,10/30/2023,Billing Question,Call-Center,Within SLA,27,Los Angeles/CA,407
JYN-80796039-Q-612760-B0,Cassandra Sanham,Neutral,,10/26/2023,Billing Question,Email,Within SLA,15,Chicago/IL,205
NFL-93905875-X-139411-sz,Miles Shalcras,Very Negative,1,10/22/2023,Billing Question,Call-Center,Within SLA,41,Los Angeles/CA,441
HRK-58610265-j-988064-7G,Alberik Penswick,Neutral,6,10/14/2023,Billing Question,Chatbot,Within SLA,41,Baltimore/MD,112
TFO-37366354-w-884082-DZ,Templeton Geipel,Negative,,10/28/2023,Billing Question,Chatbot,Below SLA,25,Baltimore/MD,140
TZC-56086587-c-108004-ME,Sibyl Dowsey,Neutral,,10/25/2023,Payments,Call-Center,Within SLA,22,Los Angeles/CA,440
CAO-98670816-e-493072-mR,Roddy Jery,Positive,,10/24/2023,Billing Question,Chatbot,Within SLA,5,Baltimore/MD,116
OOP-11002837-N-790703-F5,Cosme Flemmich,Negative,,10/14/2023,Billing Question,Web,Within SLA,38,Baltimore/MD,122
CSO-33015451-M-873930-kI,Dolley Timmes,Positive,7,10/21/2023,Billing Question,Web,Within SLA,33,Los Angeles/CA,405
MKF-66882101-D-230343-4H,Anna-diane Fashion,Positive,9,10/5/2023,Service Outage,Chatbot,Within SLA,6,Chicago/IL,212
SQO-33621345-F-943263-dO,Tiertza Cortes,Very Positive,9,10/19/2023,Service Outage,Web,Within SLA,16,Los Angeles/CA,413
EXA-18963619-I-138305-WN,Winna Kirman,Very Negative,3,10/28/2023,Billing Question,Call-Center,Below SLA,44,Baltimore/MD,134
SGI-51149855-Q-922750-aE,Rena Varley,Very Negative,1,10/3/2023,Billing Question,Web,Within SLA,16,Los Angeles/CA,435
RXT-30138646-o-797176-dB,Dolorita Cape,Negative,6,10/18/2023,Billing Question,Web,Below SLA,22,Chicago/IL,209
GWQ-55521391-U-385252-Ky,Andi Chicco,Positive,,10/16/2023,Billing Question,Web,Within SLA,41,Baltimore/MD,147
RRP-33247989-u-826912-q8,Celinda Keetley,Negative,5,10/9/2023,Billing Question,Call-Center,Within SLA,27,Chicago/IL,219
BEN-03041147-8-143795-t5,Christophorus Anstee,Neutral,,10/23/2023,Billing Question,Email,Within SLA,20,Baltimore/MD,117
BIR-66622691-V-599713-0i,Kennett Dimitriou,Positive,8,10/5/2023,Billing Question,Web,Below SLA,30,Los Angeles/CA,439
YWK-45482902-M-187589-bK,Andreana Cayet,Positive,,10/15/2023,Billing Question,Chatbot,Within SLA,45,Los Angeles/CA,441
TMW-67995837-N-421042-Kh,Moise Milburn,Negative,,10/10/2023,Billing Question,Web,Above SLA,44,Los Angeles/CA,405
CZD-81345913-c-396425-w4,Annetta Wheble,Negative,,10/27/2023,Billing Question,Call-Center,Within SLA,43,Chicago/IL,225
SYX-31951522-y-649412-M9,Matteo Norgate,Neutral,,10/23/2023,Payments,Call-Center,Below SLA,20,Chicago/IL,226
IHZ-37150522-h-594131-nv,Trevar Sawers,Negative,,10/1/2023,Service Outage,Email,Within SLA,23,Chicago/IL,203
GAV-19523379-l-980638-5i,Kattie Pothecary,Neutral,,10/15/2023,Billing Question,Call-Center,Below SLA,36,Baltimore/MD,119
JXU-69822627-2-525441-dH,Nerita Casetta,Very Negative,,10/1/2023,Billing Question,Chatbot,Within SLA,16,Baltimore/MD,152
CWQ-62397548-K-779066-LK,Rianon Rother,Negative,,10/12/2023,Billing Question,Call-Center,Within SLA,12,Baltimore/MD,133
ZNJ-86377995-G-638585-0c,Frank Brozsset,Neutral,,10/27/2023,Service Outage,Web,Within SLA,31,Baltimore/MD,146
FSA-20818106-p-969822-cX,Gardner McGarvie,Very Negative,1,10/20/2023,Service Outage,Chatbot,Within SLA,9,Los Angeles/CA,411
YJP-83270411-S-828733-ba,Claretta Blincow,Negative,4,10/8/2023,Billing Question,Chatbot,Within SLA,45,Baltimore/MD,132
JIJ-15752842-c-589609-lw,Carlye Palmar,Negative,,10/16/2023,Billing Question,Chatbot,Within SLA,12,Los Angeles/CA,421
XEX-14761520-X-676368-bD,Marlin Snaden,Neutral,,10/27/2023,Billing Question,Call-Center,Within SLA,27,Los Angeles/CA,411
QGM-79046533-y-989344-Nv,Fannie Chatfield,Negative,4,10/5/2023,Billing Question,Web,Below SLA,41,Los Angeles/CA,440
KEC-73579444-C-609596-0V,Alie Longfut,Very Positive,,10/1/2023,Billing Question,Call-Center,Within SLA,14,Baltimore/MD,123
VAY-35458479-J-321802-oY,Arleta Eilhart,Negative,,10/18/2023,Payments,Call-Center,Below SLA,28,Los Angeles/CA,401
QMK-56636025-5-137147-AS,Zoe Roots,Negative,,10/22/2023,Service Outage,Chatbot,Below SLA,21,Chicago/IL,203
IHM-24541166-B-279961-jI,Vanny Lishmund,Positive,8,10/7/2023,Service Outage,Email,Within SLA,43,Los Angeles/CA,425
ZFF-64155250-p-085687-j2,Ketti Gladbach,Negative,,10/3/2023,Billing Question,Chatbot,Below SLA,26,Baltimore/MD,111
ULL-04569727-S-725254-og,Yevette Bril,Negative,,10/4/2023,Billing Question,Web,Within SLA,14,Los Angeles/CA,423
XFV-67661695-a-095187-4D,Theobald Elmer,Negative,4,10/21/2023,Billing Question,Call-Center,Within SLA,33,Chicago/IL,209
GLR-93090099-J-805184-Kf,Ursala O'Noulane,Neutral,,10/17/2023,Payments,Call-Center,Below SLA,11,Denver/CO,324
WLF-52176046-h-851336-FX,Stephannie Kreuzer,Negative,,10/13/2023,Billing Question,Chatbot,Within SLA,9,Los Angeles/CA,438
IUC-20059424-1-774814-Aj,Harwilll Farlow,Negative,4,10/25/2023,Billing Question,Web,Above SLA,45,Chicago/IL,227
NVQ-18655214-w-627105-jx,Duane Earley,Very Negative,4,10/27/2023,Service Outage,Chatbot,Within SLA,27,Los Angeles/CA,406
OLV-46823695-E-677865-ST,Kendrick Doumenc,Negative,5,10/5/2023,Billing Question,Email,Within SLA,29,Baltimore/MD,108
EGA-14887529-R-375757-gv,Lelah Pipkin,Very Positive,10,10/17/2023,Billing Question,Web,Within SLA,36,Baltimore/MD,128
GBA-69509939-F-000813-9z,Morena Porch,Negative,,10/23/2023,Billing Question,Chatbot,Within SLA,22,Los Angeles/CA,433
BHC-33381015-y-616816-HH,Lindy Zute,Very Negative,4,10/2/2023,Billing Question,Chatbot,Within SLA,36,Los Angeles/CA,403
EFU-06550318-s-249440-0P,Durward Breddy,Very Negative,,10/20/2023,Billing Question,Call-Center,Below SLA,20,Baltimore/MD,137
BOK-58852418-Q-742232-pA,Lexine Brotherhood,Very Negative,2,10/16/2023,Billing Question,Email,Below SLA,23,Los Angeles/CA,434
HAP-34148233-l-546783-rx,Ede Malenfant,Neutral,,10/17/2023,Billing Question,Web,Below SLA,24,Baltimore/MD,104
IEU-73729560-o-460714-ON,Archy Toffanini,Negative,5,10/10/2023,Billing Question,Call-Center,Above SLA,26,Baltimore/MD,128
HJC-00003359-v-957426-tf,Noak Guillem,Negative,6,10/18/2023,Billing Question,Call-Center,Within SLA,39,Baltimore/MD,124
NAC-87333773-y-440950-fW,Brit Lamb-shine,Positive,8,10/20/2023,Billing Question,Web,Within SLA,9,Los Angeles/CA,413
IXD-31740207-P-255139-7a,Guglielma Nucator,Very Negative,,10/15/2023,Billing Question,Email,Within SLA,24,Baltimore/MD,154
XVA-74657670-P-685242-No,Agace Rossiter,Very Negative,,10/24/2023,Billing Question,Call-Center,Within SLA,14,Baltimore/MD,118
XFM-57691844-T-570351-On,Easter Caldeiro,Neutral,,10/20/2023,Billing Question,Chatbot,Above SLA,19,Baltimore/MD,125
IUC-15164113-I-123564-xJ,Arv Revie,Positive,,10/8/2023,Payments,Call-Center,Below SLA,7,Baltimore/MD,131
FYK-98670982-R-619261-1k,Thorsten Lightbourn,Neutral,,10/8/2023,Billing Question,Web,Below SLA,10,Baltimore/MD,137
AUL-65590497-Q-489531-ya,Augustina Thresher,Very Negative,,10/19/2023,Service Outage,Email,Below SLA,34,Los Angeles/CA,402
FVQ-71125407-k-841650-CH,Alane Levine,Negative,,10/24/2023,Billing Question,Call-Center,Within SLA,23,Los Angeles/CA,402
RCR-57357536-o-721354-Np,Artemus Stanhope,Neutral,7,10/7/2023,Billing Question,Call-Center,Below SLA,9,Baltimore/MD,123
WYS-41800069-x-607827-ZN,Levin Tittershill,Very Negative,,10/10/2023,Billing Question,Call-Center,Below SLA,30,Chicago/IL,203
QXS-61238249-O-418483-YE,Britta Culp,Very Negative,2,10/20/2023,Service Outage,Web,Within SLA,43,Los Angeles/CA,431
EAI-77347867-H-603006-14,Theresa Bouskill,Very Negative,3,10/29/2023,Billing Question,Call-Center,Within SLA,41,Baltimore/MD,119
QSA-93761776-C-549813-UE,Sara-ann Yelland,Negative,4,10/17/2023,Billing Question,Chatbot,Above SLA,26,Los Angeles/CA,435
HCW-65308474-C-826112-jN,Merell Jacobi,Negative,,10/27/2023,Payments,Call-Center,Within SLA,45,Chicago/IL,212
RNE-47463287-B-189574-K6,Tremain Shute,Negative,,10/19/2023,Billing Question,Web,Below SLA,23,Los Angeles/CA,419
CLF-06175224-V-116487-v1,Wyndham Bernhardi,Neutral,5,10/29/2023,Billing Question,Email,Within SLA,28,Los Angeles/CA,427
TBJ-42019498-V-052270-E5,Florian Whoolehan,Very Positive,,10/10/2023,Billing Question,Call-Center,Within SLA,18,Los Angeles/CA,420
WGM-38045581-w-506550-sT,Granthem MacManus,Very Positive,,10/9/2023,Billing Question,Call-Center,Within SLA,23,Baltimore/MD,103
PPP-42574722-t-928526-bh,Cesar Dransfield,Neutral,,10/3/2023,Billing Question,Email,Within SLA,20,Chicago/IL,207
SMD-22397575-m-080101-Vu,Osborne Butte,Very Negative,,10/28/2023,Service Outage,Email,Within SLA,33,Los Angeles/CA,441
HBN-13246804-G-205790-wL,Dewie Simao,Neutral,8,10/2/2023,Payments,Call-Center,Within SLA,24,Denver/CO,329
HAR-74086130-R-617521-IB,Nicoline Iskowitz,Very Positive,10,10/17/2023,Billing Question,Email,Within SLA,45,Chicago/IL,211
OGC-35029885-l-798531-A6,Myrna Whittlesea,Very Negative,3,10/28/2023,Billing Question,Call-Center,Within SLA,32,Chicago/IL,215
UGV-70587336-C-896850-Zd,Eziechiele McIlwreath,Neutral,,10/2/2023,Billing Question,Call-Center,Within SLA,39,Los Angeles/CA,432
GCM-94010828-C-614400-JD,Michal Chatelet,Neutral,,10/15/2023,Billing Question,Email,Below SLA,43,Chicago/IL,229
GZL-05269436-G-544504-nV,Kaylee Drinnan,Neutral,,10/7/2023,Payments,Call-Center,Within SLA,22,Los Angeles/CA,417
YFN-02835326-n-453567-Gt,Kayle Wenderott,Neutral,5,10/20/2023,Service Outage,Web,Within SLA,12,Baltimore/MD,139
BAY-12335711-U-603738-cu,Gareth Tackett,Negative,,10/13/2023,Service Outage,Email,Below SLA,42,Los Angeles/CA,405
GDL-20909082-e-082827-qF,Ophelie Puvia,Very Positive,10,10/9/2023,Service Outage,Chatbot,Above SLA,23,Baltimore/MD,130
FKC-93874917-Y-435703-Id,Jerrilyn Blackesland,Very Negative,,10/12/2023,Billing Question,Web,Within SLA,29,Baltimore/MD,102
DCZ-62966593-H-467940-j4,Erica Pic,Neutral,,10/7/2023,Billing Question,Email,Within SLA,5,Baltimore/MD,104
ITK-53069952-Y-344845-vW,Raphael Haythorn,Very Negative,,10/10/2023,Service Outage,Chatbot,Below SLA,14,Los Angeles/CA,438
FVQ-89166576-W-712762-Vz,Demetris Outright,Negative,3,10/27/2023,Billing Question,Web,Below SLA,22,Chicago/IL,226
FPL-37044798-d-986377-DX,Cassaundra Nowakowska,Positive,,10/30/2023,Billing Question,Web,Within SLA,5,Baltimore/MD,120
WPP-39162617-1-353556-3r,Cherin Emmison,Neutral,7,10/3/2023,Payments,Call-Center,Within SLA,28,Denver/CO,301
FSP-24700989-8-448509-KD,Gregg Weight,Neutral,,10/30/2023,Billing Question,Call-Center,Below SLA,21,Chicago/IL,222
FOM-91859643-U-181784-FY,Howie Georgeon,Negative,,10/14/2023,Billing Question,Email,Below SLA,5,Los Angeles/CA,418
NCV-68349261-2-571086-yV,Brandise Goaley,Positive,7,10/16/2023,Billing Question,Web,Within SLA,9,Chicago/IL,212
QTX-85454565-C-783220-Wa,Benedetta Iorizzo,Neutral,,10/3/2023,Billing Question,Email,Within SLA,29,Los Angeles/CA,402
